active_event_slug,swish_expected_per_game,startgg_event_ids,webhook_discord,swish_number,is_active,created_at,require_payment,require_membership,require_startgg
fight-night-16-at-backstage-rockbar-fgc-trollh-ttan-2,25,,,123 043 78 22,checked,,checked,checked,checked
